time,voltage,current
1610864359218,3970000,103
1610864359255,3970000,103
1610864359291,3970000,149
1610864359335,3970000,149
1610864359372,3970000,149
1610864359408,3970000,149
1610864359439,3970000,149
1610864359477,3970000,194
1610864359516,3970000,194
1610864359549,3970000,194
1610864359580,3970000,194
1610864359615,3970000,194
1610864359657,3970000,105
1610864359689,3970000,105
1610864359729,3970000,105
1610864359765,3970000,105
1610864359800,3970000,105
1610864359838,3970000,94
1610864359879,3970000,94
1610864359910,3970000,94
1610864359944,3970000,94
1610864359975,3970000,94
1610864360018,3970000,143
1610864360058,3970000,143
1610864360093,3970000,143
1610864360130,3970000,143
1610864360161,3970000,143
1610864360193,3970000,48
1610864360233,3970000,48
1610864360268,3970000,48
1610864360309,3970000,48
1610864360347,3970000,88
1610864360382,3970000,88
1610864360417,3970000,88
1610864360458,3970000,88
1610864360492,3970000,88
1610864360527,3970000,151
1610864360566,3970000,151
1610864360597,3970000,151
1610864360631,3970000,151
1610864360674,3970000,151
1610864360705,3970000,80
1610864360735,3970000,80
1610864360772,3970000,80
1610864360799,3970000,80
1610864360833,3970000,80
1610864360864,3970000,80
1610864360894,3970000,152
1610864360928,3970000,152
1610864360965,3970000,152
1610864360999,3970000,152
1610864361033,3970000,152
1610864361063,3970000,90
1610864361093,3970000,90
1610864361134,3970000,90
1610864361169,3970000,90
1610864361200,3970000,90
1610864361236,3970000,165
1610864361275,3970000,165
1610864361312,3970000,165
1610864361343,3970000,165
1610864361376,3970000,165
1610864361416,3970000,124
1610864361453,3970000,124
1610864361484,3970000,124
1610864361517,3970000,124
1610864361555,3970000,124
1610864361589,3970000,177
1610864361619,3970000,177
1610864361657,3970000,177
1610864361697,3970000,177
1610864361730,3970000,177
1610864361761,3970000,87
1610864361794,3970000,87
1610864361835,3970000,87
1610864361871,3970000,87
1610864361905,3970000,87
1610864361937,3970000,240
1610864361975,3970000,240
1610864362011,3970000,240
1610864362046,3970000,240
1610864362081,3970000,240
1610864362118,3970000,151
1610864362159,3970000,151
1610864362196,3970000,151
1610864362232,3970000,151
1610864362262,3970000,151
1610864362293,3970000,77
1610864362328,3970000,77
1610864362354,3970000,77
1610864362387,3970000,77
1610864362418,3970000,77
1610864362454,3970000,28
1610864362484,3970000,28
1610864362513,3970000,28
1610864362548,3970000,28
1610864362577,3970000,28
1610864362612,3970000,28
1610864362641,3970000,106
1610864362679,3970000,106
1610864362718,3970000,106
1610864362757,3970000,106
1610864362791,3970000,106
1610864362822,3970000,60
1610864362854,3970000,60
1610864362892,3970000,60
1610864362925,3970000,60
1610864362964,3970000,60
1610864363001,3970000,122
1610864363039,3970000,122
1610864363079,3970000,122
1610864363120,3970000,122
1610864363159,3970000,59
1610864363198,3970000,59
1610864363237,3970000,59
1610864363270,3970000,59
1610864363299,3970000,59
1610864363336,3970000,220
1610864363372,3970000,220
1610864363401,3970000,220
1610864363440,3970000,220
1610864363477,3970000,220
1610864363516,3970000,160
1610864363549,3970000,160
1610864363582,3970000,160
1610864363616,3970000,160
1610864363647,3970000,160
1610864363680,3970000,133
1610864363717,3970000,133
1610864363755,3970000,133
1610864363784,3970000,133
1610864363815,3970000,133
1610864363850,3970000,133
1610864363879,3970000,43
1610864363914,3970000,43
1610864363947,3970000,43
1610864363977,3970000,43
1610864364016,3970000,43
1610864364055,3970000,134
1610864364084,3970000,134
1610864364113,3970000,134
1610864364148,3970000,134
1610864364178,3970000,134
1610864364215,3970000,138
1610864364249,3970000,138
1610864364280,3970000,138
1610864364312,3970000,138
1610864364341,3970000,138
1610864364377,3970000,138
1610864364416,3970000,112
1610864364451,3970000,112
1610864364485,3970000,112
1610864364521,3970000,112
1610864364558,3970000,21
1610864364595,3970000,21
1610864364630,3970000,21
1610864364661,3970000,21
1610864364696,3970000,21
1610864364737,3970000,46
1610864364770,3970000,46
1610864364803,3970000,46
1610864364837,3970000,46
1610864364875,3970000,46
1610864364910,3970000,50
1610864364951,3970000,50
1610864364984,3970000,50
1610864365018,3970000,50
1610864365056,3970000,50
1610864365091,3970000,212
1610864365120,3970000,212
1610864365151,3970000,212
1610864365179,3970000,212
1610864365219,3970000,212
1610864365251,3970000,212
1610864365290,3970000,240
1610864365319,3970000,240
1610864365351,3970000,240
1610864365380,3970000,240
1610864365415,3970000,240
1610864365452,3970000,102
1610864365479,3970000,102
1610864365511,3970000,102
1610864365538,3970000,102
1610864365574,3970000,102
1610864365606,3970000,102
1610864365637,3970000,67
1610864365678,3970000,67
1610864365719,3970000,67
1610864365759,3970000,67
1610864365796,3970000,147
1610864365823,3970000,147
1610864365853,3970000,147
1610864365883,3970000,147
1610864365913,3970000,147
1610864365939,3970000,147
1610864365965,3970000,752
1610864365996,3970000,752
1610864366021,3970000,752
1610864366046,3970000,752
1610864366073,3970000,752
1610864366101,3970000,752
1610864366129,3970000,752
1610864366160,3970000,282
1610864366189,3970000,282
1610864366217,3970000,282
1610864366246,3970000,282
1610864366272,3970000,282
1610864366296,3970000,282
1610864366324,3970000,222
1610864366352,3970000,222
1610864366377,3970000,222
1610864366402,3970000,222
1610864366428,3970000,222
1610864366453,3970000,222
1610864366479,3970000,222
1610864366504,3970000,137
1610864366528,3970000,137
1610864366559,3970000,137
1610864366587,3970000,137
1610864366618,3970000,137
1610864366650,3970000,137
1610864366677,3970000,174
1610864366706,3970000,174
1610864366733,3970000,174
1610864366763,3970000,174
1610864366794,3970000,174
1610864366820,3970000,174
1610864366846,3970000,227
1610864366871,3970000,227
1610864366899,3970000,227
1610864366931,3970000,227
1610864366960,3970000,227
1610864366988,3970000,227
1610864367013,3970000,227
1610864367039,3970000,247
1610864367064,3970000,247
1610864367091,3970000,247
1610864367116,3970000,247
1610864367141,3970000,247
1610864367169,3970000,247
1610864367195,3970000,213
1610864367241,3970000,213
1610864367268,3970000,213
1610864367292,3970000,213
1610864367319,3970000,213
1610864367345,3970000,213
1610864367372,3970000,276
1610864367399,3970000,276
1610864367429,3970000,276
1610864367466,3970000,276
1610864367502,3970000,276
1610864367539,3970000,276
1610864367583,3970000,97
1610864367621,3970000,97
1610864367657,3970000,97
1610864367696,3970000,97
1610864367730,3970000,144
1610864367764,3970000,144
1610864367796,3970000,144
1610864367839,3970000,144
1610864367878,3970000,144
1610864367911,3970000,87
1610864367939,3970000,87
1610864367975,3970000,87
1610864368016,3970000,87
1610864368045,3970000,87
1610864368074,3970000,198
1610864368107,3970000,198
1610864368138,3970000,198
1610864368176,3970000,198
1610864368207,3970000,198
1610864368244,3970000,198
1610864368279,3970000,108
1610864368316,3970000,108
1610864368353,3970000,108
1610864368380,3970000,108
1610864368408,3970000,108
1610864368432,3970000,220
1610864368458,3970000,220
1610864368485,3970000,220
1610864368512,3970000,220
1610864368537,3970000,220
1610864368563,3970000,220
1610864368590,3970000,220
1610864368616,3970000,45
1610864368641,3970000,45
1610864368667,3970000,45
1610864368694,3970000,45
1610864368722,3970000,45
1610864368750,3970000,45
1610864368777,3970000,221
1610864368804,3970000,221
1610864368831,3970000,221
1610864368857,3970000,221
1610864368883,3970000,221
1610864368909,3970000,221
1610864368938,3970000,221
1610864368966,3970000,99
1610864368990,3970000,99
1610864369019,3970000,99
1610864369044,3970000,99
1610864369075,3970000,99
1610864369101,3970000,99
1610864369128,3970000,271
1610864369154,3970000,271
1610864369179,3970000,271
1610864369207,3970000,271
1610864369233,3970000,271
1610864369258,3970000,271
1610864369285,3970000,271
1610864369310,3970000,257
1610864369335,3970000,257
1610864369360,3970000,257
1610864369388,3970000,257
1610864369415,3970000,257
1610864369444,3970000,257
1610864369472,3970000,257
1610864369499,3970000,143
1610864369525,3970000,143
1610864369552,3970000,143
1610864369579,3970000,143
1610864369611,3970000,143
1610864369639,3970000,143
1610864369664,3970000,114
1610864369689,3970000,114
1610864369716,3970000,114
1610864369743,3970000,114
1610864369770,3970000,114
1610864369796,3970000,114
1610864369824,3970000,114
1610864369851,3970000,71
1610864369878,3970000,71
1610864369908,3970000,71
1610864369938,3970000,71
1610864369969,3970000,71
1610864370005,3970000,71
1610864370042,3970000,77
1610864370082,3970000,77
1610864370121,3970000,77
1610864370160,3970000,77
1610864370200,3970000,89
1610864370240,3970000,89
1610864370282,3970000,89
1610864370322,3970000,89
1610864370360,3970000,22
1610864370399,3970000,22
1610864370432,3970000,22
1610864370465,3970000,22
1610864370500,3970000,22
1610864370537,3970000,74
1610864370573,3970000,74
1610864370605,3970000,74
1610864370634,3970000,74
1610864370668,3970000,74
1610864370696,3970000,74
1610864370728,3970000,66
1610864370767,3970000,66
1610864370804,3970000,66
1610864370840,3970000,66
1610864370875,3970000,66
1610864370914,3970000,87
1610864370944,3970000,87
1610864370978,3970000,87
1610864371019,3970000,87
1610864371058,3970000,87
1610864371101,3970000,78
1610864371143,3970000,78
1610864371186,3970000,78
1610864371228,3970000,78
1610864371269,3970000,87
1610864371309,3970000,87
1610864371358,3970000,87
1610864371399,3970000,87
1610864371433,3970000,95
1610864371477,3970000,95
1610864371516,3970000,95
1610864371544,3970000,95
1610864371574,3970000,95
1610864371611,3970000,142
1610864371643,3970000,142
1610864371673,3970000,142
1610864371704,3970000,142
1610864371736,3970000,142
1610864371764,3970000,198
1610864371794,3970000,198
1610864371831,3970000,198
1610864371864,3970000,198
1610864371889,3970000,198
1610864371914,3970000,198
1610864371941,3970000,674
1610864371965,3970000,674
1610864371991,3970000,674
1610864372016,3970000,674
1610864372041,3970000,674
1610864372065,3970000,674
1610864372091,3970000,674
1610864372115,3970000,305
1610864372140,3970000,305
1610864372193,3970000,305
1610864372264,3970000,305
1610864372328,3970000,336
1610864372389,3970000,336
1610864372452,3970000,336
1610864372512,3970000,148
1610864372579,3970000,148
1610864372645,3970000,11
1610864372703,3970000,11
1610864372758,3970000,11
1610864372822,3970000,25
1610864372891,3970000,25
1610864372961,3970000,25
1610864373026,3970000,64
1610864373090,3970000,64
1610864373154,3970000,64
1610864373224,3970000,98
1610864373291,3970000,98
1610864373360,3970000,61
1610864373428,3970000,61
1610864373489,3970000,61
1610864373559,3970000,50
1610864373622,3970000,50
1610864373688,3970000,50
1610864373753,3970000,22
1610864373825,3970000,22
1610864373889,3970000,29
1610864373953,3970000,29
1610864374026,3970000,29
1610864374089,3970000,51
1610864374155,3970000,51
1610864374211,3970000,51
1610864374276,3970000,5
1610864374342,3970000,5
1610864374414,3970000,18
1610864374487,3970000,18
1610864374556,3970000,18
1610864374622,3970000,405
1610864374689,3970000,405
1610864374753,3970000,76
1610864374820,3970000,76
1610864374884,3970000,76
1610864374951,3970000,82
1610864375018,3970000,82
1610864375097,3970000,82
1610864375122,3970000,636
1610864375146,3970000,636
1610864375171,3970000,636
1610864375198,3970000,636
1610864375221,3948000,636
1610864375246,3948000,636
1610864375270,3948000,636
1610864375294,3948000,633
1610864375318,3948000,633
1610864375342,3948000,633
1610864375367,3948000,633
1610864375392,3948000,633
1610864375417,3948000,633
1610864375442,3948000,633
1610864375467,3948000,285
1610864375496,3948000,285
1610864375526,3948000,285
1610864375550,3948000,285
1610864375583,3948000,285
1610864375616,3948000,285
1610864375650,3948000,103
1610864375684,3948000,103
1610864375719,3948000,103
1610864375753,3948000,103
1610864375783,3948000,103
1610864375813,3948000,267
1610864375843,3948000,267
1610864375875,3948000,267
1610864375905,3948000,267
1610864375934,3948000,267
1610864375965,3948000,267
1610864375995,3948000,124
1610864376026,3948000,124
1610864376054,3948000,124
1610864376088,3948000,124
1610864376116,3948000,124
1610864376148,3948000,124
1610864376178,3948000,88
1610864376210,3948000,88
1610864376241,3948000,88
1610864376275,3948000,88
1610864376308,3948000,88
1610864376338,3948000,185
1610864376368,3948000,185
1610864376397,3948000,185
1610864376430,3948000,185
1610864376458,3948000,185
1610864376487,3948000,185
1610864376524,3948000,200
1610864376566,3948000,200
1610864376608,3948000,200
1610864376656,3948000,200
1610864376706,3948000,69
1610864376759,3948000,69
1610864376806,3948000,69
1610864376857,3948000,69
1610864376900,3948000,89
1610864376949,3948000,89
1610864376998,3948000,89
1610864377047,3948000,16
1610864377098,3948000,16
1610864377142,3948000,16
1610864377186,3948000,16
1610864377235,3948000,69
1610864377284,3948000,69
1610864377333,3948000,69
1610864377376,3948000,69
1610864377420,3948000,69
1610864377468,3948000,69
1610864377519,3948000,69
1610864377565,3948000,67
1610864377612,3948000,67
1610864377661,3948000,67
1610864377709,3948000,67
1610864377757,3948000,41
1610864377807,3948000,41
1610864377857,3948000,41
1610864377907,3948000,41
1610864377957,3948000,41
1610864378002,3948000,41
1610864378048,3948000,41
1610864378100,3948000,25
1610864378150,3948000,25
1610864378201,3948000,25
1610864378250,3948000,25
1610864378296,3948000,128
1610864378345,3948000,128
1610864378395,3948000,128
1610864378446,3948000,70
1610864378498,3948000,70
1610864378542,3948000,70
1610864378578,3948000,70
1610864378617,3948000,75
1610864378654,3948000,75
1610864378700,3948000,75
1610864378740,3948000,75
1610864378790,3948000,75
1610864378838,3948000,59
1610864378880,3948000,59
1610864378922,3948000,59
1610864378970,3948000,43
1610864379003,3948000,43
1610864379041,3948000,43
1610864379086,3948000,43
1610864379127,3948000,43
1610864379167,3948000,116
1610864379199,3948000,116
1610864379240,3948000,116
1610864379282,3948000,116
1610864379325,3948000,0
1610864379368,3948000,0
1610864379416,3948000,0
1610864379458,3948000,0
1610864379499,3948000,14
1610864379536,3948000,14
1610864379583,3948000,14
1610864379628,3948000,14
1610864379671,3948000,14
1610864379717,3948000,49
1610864379760,3948000,49
1610864379800,3948000,49
1610864379835,3948000,49
1610864379882,3948000,173
1610864379926,3948000,173
1610864379967,3948000,173
1610864380008,3948000,173
1610864380056,3948000,132
1610864380102,3948000,132
1610864380147,3948000,132
1610864380191,3948000,132
1610864380242,3948000,71
1610864380293,3948000,71
1610864380340,3948000,71
1610864380390,3948000,52
1610864380436,3948000,52
1610864380475,3948000,52
1610864380520,3948000,52
1610864380557,3948000,125
1610864380599,3948000,125
1610864380636,3948000,125
1610864380681,3948000,125
1610864380725,3948000,125
1610864380763,3948000,50
1610864380803,3948000,50
1610864380842,3948000,50
1610864380888,3948000,50
1610864380928,3948000,190
1610864380977,3948000,190
1610864381018,3948000,190
1610864381057,3948000,190
1610864381102,3948000,90
1610864381138,3948000,90
1610864381181,3948000,90
1610864381217,3948000,90
1610864381260,3948000,86
1610864381301,3948000,86
1610864381341,3948000,86
1610864381380,3948000,86
1610864381420,3948000,86
1610864381461,3948000,63
1610864381506,3948000,63
1610864381544,3948000,63
1610864381584,3948000,63
1610864381622,3948000,115
1610864381661,3948000,115
1610864381700,3948000,115
1610864381739,3948000,115
1610864381781,3948000,75
1610864381821,3948000,75
1610864381861,3948000,75
1610864381900,3948000,75
1610864381943,3948000,75
1610864381983,3948000,71
1610864382022,3948000,71
1610864382061,3948000,71
1610864382101,3948000,71
1610864382140,3948000,96
1610864382182,3948000,96
1610864382222,3948000,96
1610864382263,3948000,96
1610864382301,3948000,96
1610864382340,3948000,36
1610864382386,3948000,36
1610864382424,3948000,36
1610864382459,3948000,36
1610864382501,3948000,140
1610864382543,3948000,140
1610864382582,3948000,140
1610864382621,3948000,140
1610864382661,3948000,4
1610864382701,3948000,4
1610864382743,3948000,4
1610864382779,3948000,4
1610864382820,3948000,4
1610864382859,3948000,65
1610864382901,3948000,65
1610864382946,3948000,65
1610864382985,3948000,65
1610864383025,3948000,128
1610864383065,3948000,128
1610864383104,3948000,128
1610864383145,3948000,128
1610864383184,3948000,128
1610864383222,3948000,32
1610864383253,3948000,32
1610864383279,3948000,32
