time,current,power
0.0000,1.2989,4.9984
0.0002,1.2809,4.9262
0.0004,1.2877,4.9576
0.0006,1.2783,4.9162
0.0008,1.2909,4.9648
0.0010,1.2992,5.0045
0.0012,1.3043,5.0188
0.0014,1.2963,4.9858
0.0016,1.2619,4.8634
0.0018,1.258,4.8406
0.0020,1.2749,4.9059
0.0022,1.2368,4.7666
0.0024,1.3075,5.0234
0.0026,1.3292,5.1226
0.0028,1.3064,5.0217
0.0030,1.3652,5.2478
0.0032,1.4155,5.4241
0.0034,1.6331,6.2579
0.0036,1.6063,6.1458
0.0038,1.6266,6.2332
0.0040,1.7315,6.6283
0.0042,1.6794,6.4287
0.0044,1.6706,6.3984
0.0046,1.6191,6.214
0.0048,1.5559,5.9623
0.0050,1.6265,6.2425
0.0052,1.5035,5.7675
0.0054,1.6384,6.2816
0.0056,1.5543,5.9716
0.0058,1.5427,5.9146
0.0060,1.5949,6.1118
0.0062,1.6078,6.1708
0.0064,1.5468,5.9302
0.0066,1.5486,5.9405
0.0068,1.6081,6.1717
0.0070,1.5575,5.9747
0.0072,1.6256,6.2262
0.0074,1.6545,6.3466
0.0076,1.5885,6.0934
0.0078,1.624,6.2298
0.0080,1.5565,5.9678
0.0082,1.6559,6.3485
0.0084,1.6707,6.4022
0.0086,1.6274,6.2426
0.0088,1.5721,6.0307
0.0090,1.6042,6.1538
0.0092,1.5676,6.0163
0.0094,1.6177,6.1991
0.0096,1.5466,5.9545
0.0098,1.4194,5.4563
0.0100,1.475,5.6612
0.0102,1.5428,5.9336
0.0104,1.4651,5.6261
0.0106,1.5791,6.0542
0.0108,1.547,5.9436
0.0110,1.5461,5.931
0.0112,1.4838,5.6979
0.0114,1.5378,5.9114
0.0116,1.5496,5.9598
0.0118,1.5276,5.8597
0.0120,1.5698,6.028
0.0122,1.572,6.0334
0.0124,1.5283,5.884
0.0126,1.4042,5.4034
0.0128,1.4877,5.7097
0.0130,1.5368,5.9076
0.0132,1.5146,5.8219
0.0134,1.5082,5.7916
0.0136,1.5266,5.8651
0.0138,1.5076,5.7862
0.0140,1.5796,6.0687
0.0142,1.5095,5.8085
0.0144,1.5106,5.8037
0.0146,1.504,5.7755
0.0148,1.5487,5.9533
0.0150,1.5115,5.798
0.0152,1.5724,6.0443
0.0154,1.5316,5.8784
0.0156,1.5517,5.9617
0.0158,1.5492,5.9552
0.0160,1.5246,5.8544
0.0162,1.5674,6.0189
0.0164,1.5216,5.846
0.0166,1.5394,5.9176
0.0168,1.5193,5.84
0.0170,1.5101,5.7988
0.0172,1.5693,6.0324
0.0174,1.5297,5.877
0.0176,1.5264,5.8646
0.0178,1.5368,5.9138
0.0180,1.4807,5.692
0.0182,1.5022,5.7713
0.0184,1.555,5.9714
0.0186,1.5975,6.1409
0.0188,1.5606,5.9959
0.0190,1.551,5.9619
0.0192,1.5521,5.96
0.0194,1.5144,5.8184
0.0196,1.5555,5.9857
0.0198,1.5272,5.8552
0.0200,1.6359,6.2852
0.0202,1.5875,6.0992
0.0204,1.5697,6.0338
0.0206,1.569,6.0188
0.0208,1.6881,6.472
0.0210,1.7092,6.56
0.0212,1.676,6.4293
0.0214,1.6656,6.3894
0.0216,1.7107,6.5623
0.0218,1.7068,6.5471
0.0220,1.6716,6.4256
0.0222,1.5928,6.1292
0.0224,1.4369,5.5378
0.0226,1.3756,5.3016
0.0228,1.3167,5.0744
0.0230,1.296,4.9999
0.0232,1.3271,5.1198
0.0234,1.3117,5.0606
0.0236,1.2902,4.98
0.0238,1.2821,4.9412
0.0240,1.3035,5.0264
0.0242,1.3337,5.1403
0.0244,1.3446,5.1769
0.0246,1.4206,5.472
0.0248,1.4165,5.4506
0.0250,1.3922,5.3683
0.0252,1.3568,5.2318
0.0254,1.3085,5.0377
0.0256,1.3263,5.1143
0.0258,1.3434,5.1721
0.0260,1.3655,5.2679
0.0262,1.3072,5.0407
0.0264,1.3318,5.1326
0.0266,1.322,5.0949
0.0268,1.3149,5.073
0.0270,1.3153,5.0665
0.0272,1.3271,5.1145
0.0274,1.3356,5.1448
0.0276,1.3655,5.257
0.0278,1.3676,5.2678
0.0280,1.3731,5.2893
0.0282,1.376,5.2948
0.0284,1.4007,5.3957
0.0286,1.3981,5.3829
0.0288,1.3746,5.2895
0.0290,1.3833,5.3284
0.0292,1.3967,5.3743
0.0294,1.3923,5.366
0.0296,1.3906,5.3538
0.0298,1.398,5.3796
0.0300,1.3845,5.3415
0.0302,1.3284,5.1144
0.0304,1.3687,5.2639
0.0306,1.3548,5.2187
0.0308,1.3376,5.1577
0.0310,1.3243,5.104
0.0312,1.3272,5.1097
0.0314,1.3128,5.0596
0.0316,1.3102,5.0443
0.0318,1.3129,5.0548
0.0320,1.3167,5.0744
0.0322,1.3245,5.0992
0.0324,1.3387,5.1567
0.0326,1.3351,5.1428
0.0328,1.3437,5.1758
0.0330,1.3333,5.1357
0.0332,1.3256,5.1141
0.0334,1.3194,5.0823
0.0336,1.3381,5.1543
0.0338,1.3172,5.0842
0.0340,1.2757,4.9164
0.0342,1.2871,4.9629
0.0344,1.293,4.9858
0.0346,1.3068,5.0336
0.0348,1.291,4.9756
0.0350,1.2831,4.9476
0.0352,1.2722,4.9031
0.0354,1.2767,4.9228
0.0356,1.2926,4.9844
0.0358,1.3248,5.1006
0.0360,1.3412,5.1689
0.0362,1.3089,5.0522
0.0364,1.2586,4.8506
0.0366,1.3547,5.2128
0.0368,1.3965,5.3822
0.0370,1.3242,5.1009
0.0372,1.3226,5.1
0.0374,1.3108,5.0572
0.0376,1.2915,4.9749
0.0378,1.3123,5.0551
0.0380,1.258,4.8532
0.0382,1.2791,4.9298
0.0384,1.3242,5.0982
0.0386,1.2885,4.9686
0.0388,1.2788,4.9232
0.0390,1.3858,5.3296
0.0392,1.4334,5.5187
0.0394,1.3668,5.2595
0.0396,1.356,5.2289
0.0398,1.3079,5.0327
0.0400,1.3546,5.2204
0.0402,1.3512,5.2103
0.0404,1.3214,5.0873
0.0406,1.3325,5.1328
0.0408,1.323,5.0961
0.0410,1.3228,5.0956
0.0412,1.2791,4.9272
0.0414,1.3064,5.0296
0.0416,1.3236,5.1011
0.0418,1.3527,5.2052
0.0420,1.3833,5.3229
0.0422,1.4378,5.5326
0.0424,1.4147,5.4411
0.0426,1.4056,5.4002
0.0428,1.4198,5.472
0.0430,1.3708,5.2747
0.0432,1.3693,5.2718
0.0434,1.3845,5.3276
0.0436,1.4193,5.4559
0.0438,1.4303,5.5097
0.0440,1.399,5.3834
0.0442,1.3955,5.3701
0.0444,1.4526,5.5897
0.0446,1.4509,5.5802
0.0448,1.4287,5.4978
0.0450,1.4519,5.5869
0.0452,1.3905,5.3477
0.0454,1.4025,5.3883
0.0456,1.4851,5.7057
0.0458,1.4759,5.6793
0.0460,1.5283,5.8717
0.0462,1.5371,5.8994
0.0464,1.5028,5.7797
0.0466,1.469,5.6468
0.0468,1.458,5.6044
0.0470,1.5098,5.8099
0.0472,1.4776,5.6742
0.0474,1.5606,5.999
0.0476,1.6011,6.1419
0.0478,1.5884,6.0993
0.0480,1.6518,6.3263
0.0482,1.8324,7.0109
0.0484,1.7542,6.7361
0.0486,1.5996,6.1458
0.0488,1.5973,6.1304
0.0490,1.6225,6.2208
0.0492,1.6441,6.31
0.0494,1.6388,6.2863
0.0496,1.6457,6.3129
0.0498,1.6452,6.3209
0.0500,1.6256,6.2392
0.0502,1.6853,6.4615
0.0504,1.72,6.6014
0.0506,1.7029,6.529
0.0508,1.6955,6.5039
0.0510,1.7023,6.5334
0.0512,1.7261,6.6109
0.0514,1.7656,6.7692
0.0516,1.8024,6.8922
0.0518,1.9337,7.4063
0.0520,1.8307,7.019
0.0522,1.7845,6.8419
0.0524,1.7915,6.8434
0.0526,1.9419,7.4376
0.0528,1.8147,6.9468
0.0530,1.8323,7.0178
0.0532,1.8734,7.1753
0.0534,1.8845,7.2175
0.0536,1.8291,7.0091
0.0538,1.838,7.0323
0.0540,1.852,7.1006
0.0542,1.8354,7.037
0.0544,1.8209,6.9778
0.0546,1.8342,7.0249
0.0548,1.8129,6.9542
0.0550,1.8129,6.947
0.0552,1.7938,6.8775
0.0554,1.7912,6.8711
0.0556,1.811,6.9362
0.0558,1.8057,6.9303
0.0560,1.7744,6.81
0.0562,1.8042,6.9174
0.0564,1.8103,6.9334
0.0566,1.8742,7.1781
0.0568,1.8433,7.06
0.0570,1.8477,7.084
0.0572,1.8473,7.0826
0.0574,1.827,7.0157
0.0576,1.7894,6.8747
0.0578,1.7636,6.7757
0.0580,1.7299,6.6359
0.0582,1.7548,6.7349
0.0584,1.8111,6.9403
0.0586,1.8438,7.073
0.0588,1.8014,6.9136
0.0590,1.8134,6.9561
0.0592,1.7728,6.8109
0.0594,1.7072,6.5661
0.0596,1.6607,6.377
0.0598,1.6577,6.3822
0.0600,1.5803,6.0779
0.0602,1.6485,6.3403
0.0604,1.6168,6.2249
0.0606,1.5884,6.112
0.0608,1.5991,6.1535
0.0610,1.5811,6.0713
0.0612,1.7139,6.5884
0.0614,1.6878,6.4845
0.0616,1.641,6.3178
0.0618,1.5864,6.1012
0.0620,1.6109,6.1987
0.0622,1.6286,6.2669
0.0624,1.6373,6.3002
0.0626,1.6282,6.2655
0.0628,1.5953,6.1355
0.0630,1.5874,6.105
0.0632,1.5586,6.0008
0.0634,1.5955,6.1397
0.0636,1.6604,6.386
0.0638,1.5716,6.054
0.0640,1.5035,5.7946
0.0642,1.5472,5.9507
0.0644,1.5532,5.9891
0.0646,1.4576,5.6205
0.0648,1.4749,5.6932
0.0650,1.384,5.3313
0.0652,1.4494,5.5918
0.0654,1.3714,5.2936
0.0656,1.3425,5.1795
0.0658,1.3538,5.2257
0.0660,1.3799,5.3155
0.0662,1.4737,5.6766
0.0664,1.5491,5.9703
0.0666,1.5262,5.882
0.0668,1.3615,5.2526
0.0670,1.4292,5.5111
0.0672,1.4836,5.7118
0.0674,1.4836,5.7118
0.0676,1.4858,5.7234
0.0678,1.5004,5.7827
0.0680,1.4263,5.5053
0.0682,1.3917,5.3664
0.0684,1.4162,5.4525
0.0686,1.5204,5.8474
0.0688,1.5739,6.0594
0.0690,1.5032,5.7872
0.0692,1.4841,5.7197
0.0694,1.4478,5.5856
0.0696,1.3747,5.312
0.0698,1.3018,5.0301
0.0700,1.2904,4.9732
0.0702,1.4037,5.4099
0.0704,1.4534,5.5984
0.0706,1.4561,5.6031
0.0708,1.5101,5.8229
0.0710,1.4703,5.6667
0.0712,1.3897,5.3699
0.0714,1.271,4.9085
0.0716,1.337,5.1473
0.0718,1.4493,5.5856
0.0720,1.438,5.5536
0.0722,1.344,5.1826
0.0724,1.4119,5.4499
0.0726,1.2982,5.0059
0.0728,1.4062,5.4223
0.0730,1.4259,5.4925
0.0732,1.4178,5.4672
0.0734,1.4061,5.4218
0.0736,1.4343,5.5192
0.0738,1.5159,5.8272
0.0740,1.5111,5.8177
0.0742,1.4634,5.64
0.0744,1.4936,5.7415
0.0746,1.543,5.9469
0.0748,1.4986,5.7725
0.0750,1.4116,5.4574
0.0752,1.3075,5.0417
0.0754,1.401,5.405
0.0756,1.3288,5.1238
0.0758,1.364,5.2594
0.0760,1.4025,5.3967
0.0762,1.4942,5.7558
0.0764,1.4911,5.7379
0.0766,1.4781,5.7027
0.0768,1.3599,5.2491
0.0770,1.3175,5.0883
0.0772,1.3124,5.0608
0.0774,1.3798,5.3233
0.0776,1.3627,5.252
0.0778,1.3302,5.1317
0.0780,1.3976,5.3809
0.0782,1.4069,5.4251
0.0784,1.3528,5.2192
0.0786,1.3567,5.2286
0.0788,1.3702,5.2806
0.0790,1.3837,5.3381
0.0792,1.3485,5.1971
0.0794,1.4347,5.5235
0.0796,1.4137,5.4571
0.0798,1.3695,5.2782
0.0800,1.396,5.3831
0.0802,1.3461,5.1988
0.0804,1.3121,5.0567
0.0806,1.4024,5.4075
0.0808,1.3215,5.1009
0.0810,1.3641,5.2545
0.0812,1.3829,5.3242
0.0814,1.3937,5.3713
0.0816,1.4401,5.5387
0.0818,1.4708,5.6686
0.0820,1.3413,5.1801
0.0822,1.2497,4.8287
0.0824,1.255,4.8417
0.0826,1.2878,4.9709
0.0828,1.2832,4.9481
0.0830,1.2889,4.9726
0.0832,1.2334,4.7709
0.0834,1.1746,4.5364
0.0836,1.17,4.521
0.0838,1.178,4.554
0.0840,1.1479,4.4445
0.0842,1.0114,3.9141
0.0844,1.1049,4.2848
0.0846,1.0128,3.9113
0.0848,1.1605,4.4842
0.0850,1.1339,4.3904
0.0852,1.0734,4.1456
0.0854,1.0565,4.0864
0.0856,1.0653,4.1204
0.0858,0.9885,3.8314
0.0860,0.905,3.5078
0.0862,0.983,3.8004
0.0864,1.0831,4.1916
0.0866,1.0421,4.033
0.0868,1.0788,4.1748
0.0870,1.0196,3.9396
0.0872,1.0471,4.0563
0.0874,1.0163,3.9251
0.0876,1.0159,3.9314
0.0878,0.9674,3.7382
0.0880,1.0472,4.0568
0.0882,0.983,3.8024
0.0884,0.9807,3.7992
0.0886,0.8661,3.3606
0.0888,0.8416,3.2587
0.0890,1.0203,3.9404
0.0892,1.0717,4.1346
0.0894,1.1394,4.4028
0.0896,1.0883,4.2117
0.0898,1.0098,3.9099
0.0900,1.0658,4.1138
0.0902,1.1423,4.407
0.0904,1.1739,4.5358
0.0906,1.0633,4.1107
0.0908,1.0093,3.8979
0.0910,1.1277,4.3528
0.0912,1.1631,4.4849
0.0914,1.1528,4.4499
0.0916,1.2058,4.6448
0.0918,1.2687,4.8821
0.0920,1.292,4.982
0.0922,1.2045,4.6468
0.0924,1.1236,4.3438
0.0926,1.0089,3.9005
0.0928,1.0037,3.8804
0.0930,0.9446,3.6577
0.0932,0.9434,3.6472
0.0934,0.9898,3.8307
0.0936,0.8996,3.4813
0.0938,1.0263,3.9552
0.0940,1.1742,4.5279
0.0942,1.1714,4.5169
0.0944,1.1759,4.5435
0.0946,1.072,4.1399
0.0948,1.0743,4.149
0.0950,1.0742,4.1399
0.0952,1.138,4.3902
0.0954,1.1434,4.4181
0.0956,1.0767,4.1559
0.0958,1.039,4.0168
0.0960,0.9687,3.7468
0.0962,0.9892,3.8204
0.0964,1.0436,4.0304
0.0966,1.0601,4.094
0.0968,1.0856,4.186
0.0970,1.0748,4.153
0.0972,0.9876,3.8162
0.0974,1.0598,4.0867
0.0976,1.0748,4.1573
0.0978,1.0058,3.8865
0.0980,1.0359,3.9986
0.0982,1.044,4.0318
0.0984,1.0713,4.1353
0.0986,1.0149,3.9235
0.0988,0.9328,3.6023
0.0990,1.0359,4.0028
0.0992,0.9833,3.7974
0.0994,1.0308,3.9832
0.0996,1.0426,4.0224
0.0998,1.0281,3.9706
0.1000,0.9967,3.8511
0.1002,1.0277,3.963
0.1004,0.9928,3.8343
0.1006,1.0479,4.0429
0.1008,1.0733,4.1494
0.1010,0.8934,3.4502
0.1012,0.9754,3.7649
0.1014,1.091,4.2092
0.1016,1.0313,3.9809
0.1018,1.0198,3.9345
0.1020,1.0837,4.181
0.1022,1.1299,4.3501
0.1024,1.1928,4.5947
0.1026,1.2393,4.7761
0.1028,1.2124,4.6628
0.1030,1.2687,4.8795
0.1032,1.2695,4.8799
0.1034,1.3285,5.1043
0.1036,1.2763,4.9188
0.1038,1.1435,4.4117
0.1040,1.0961,4.2266
0.1042,1.1032,4.2494
0.1044,1.1952,4.6134
0.1046,1.1107,4.2807
0.1048,1.129,4.3513
0.1050,1.1604,4.4698
0.1052,1.1528,4.4407
0.1054,1.13,4.3551
0.1056,1.1523,4.4388
0.1058,1.1707,4.5047
0.1060,1.1703,4.5079
0.1062,1.2102,4.6591
0.1064,1.2531,4.822
0.1066,1.1812,4.5546
0.1068,1.1245,4.3292
0.1070,1.1575,4.4611
0.1072,1.1281,4.3498
0.1074,1.1325,4.3624
0.1076,1.1045,4.2635
0.1078,1.1051,4.2614
0.1080,1.1228,4.3252
0.1082,1.16,4.4683
0.1084,1.1196,4.3218
0.1086,1.0142,3.915
0.1088,0.9912,3.832
0.1090,0.9669,3.7304
0.1092,1.0497,4.0496
0.1094,1.0519,4.0519
0.1096,1.0664,4.1162
0.1098,1.0809,4.17
0.1100,1.0367,3.9994
0.1102,1.0509,4.0523
0.1104,1.0914,4.2019
0.1106,1.0925,4.2149
0.1108,1.0656,4.107
0.1110,1.0961,4.2244
0.1112,1.0855,4.1855
0.1114,1.0832,4.1769
0.1116,1.0967,4.2224
0.1118,1.1403,4.397
0.1120,1.1003,4.2406
0.1122,1.0903,4.2041
0.1124,1.0485,4.0516
0.1126,0.9565,3.6884
0.1128,1.0367,4.0015
0.1130,0.9737,3.7567
0.1132,1.0528,4.0552
0.1134,1.0027,3.8805
0.1136,0.8713,3.3668
0.1138,0.9718,3.7471
0.1140,0.995,3.8449
0.1142,0.9329,3.6009
0.1144,1.0129,3.9158
0.1146,0.8208,3.1749
0.1148,0.8566,3.3047
0.1150,0.9773,3.7745
0.1152,0.9108,3.5177
0.1154,0.9201,3.559
0.1156,0.8396,3.2477
0.1158,0.8135,3.145
0.1160,0.8367,3.2345
0.1162,0.9048,3.4906
0.1164,0.8706,3.3657
0.1166,0.814,3.1469
0.1168,0.8705,3.36
0.1170,0.9454,3.6511
0.1172,0.93,3.5955
0.1174,0.7903,3.0555
0.1176,0.8825,3.4046
0.1178,0.9216,3.5556
0.1180,0.9929,3.8268
0.1182,1.036,3.9929
0.1184,1.0511,4.0427
0.1186,1.1775,4.5215
0.1188,1.3713,5.2575
0.1190,1.3917,5.3525
0.1192,1.2055,4.6458
0.1194,1.1538,4.4283
0.1196,1.2638,4.8504
0.1198,1.3572,5.2142
0.1200,1.2909,4.9648
0.1202,1.1858,4.5652
0.1204,1.2393,4.7662
0.1206,1.1943,4.5933
0.1208,1.2458,4.7989
0.1210,1.1664,4.4838
0.1212,1.1783,4.5319
0.1214,1.25,4.8051
0.1216,1.1729,4.5132
0.1218,1.1626,4.476
0.1220,1.1745,4.5147
0.1222,1.2204,4.706
0.1224,1.0485,4.039
0.1226,1.0568,4.0667
0.1228,1.1756,4.5308
0.1230,1.1362,4.3699
0.1232,1.1885,4.5757
0.1234,1.1655,4.4893
0.1236,1.1152,4.3001
0.1238,1.0753,4.1291
0.1240,1.2435,4.7849
0.1242,1.28,4.9229
0.1244,1.2624,4.8426
0.1246,1.336,5.1408
0.1248,1.174,4.5081
0.1250,1.2294,4.733
0.1252,1.2443,4.7857
0.1254,1.2032,4.6252
0.1256,1.2405,4.7734
0.1258,1.2249,4.7085
0.1260,1.1721,4.5151
0.1262,1.215,4.6753
0.1264,1.2256,4.7089
0.1266,1.2298,4.7349
0.1268,1.2402,4.7725
0.1270,1.1986,4.6148
0.1272,1.2359,4.7459
0.1274,1.2862,4.9493
0.1276,1.256,4.828
0.1278,1.2612,4.8429
0.1280,1.2786,4.9202
0.1282,1.237,4.7551
0.1284,1.1754,4.5251
0.1286,1.1653,4.4888
0.1288,1.1687,4.4994
0.1290,1.1808,4.5414
0.1292,1.2239,4.712
0.1294,1.2384,4.7629
0.1296,1.198,4.61
0.1298,1.1837,4.5571
0.1300,1.1916,4.5852
0.1302,1.1941,4.59
0.1304,1.2134,4.6788
0.1306,1.169,4.4891
0.1308,1.2218,4.7088
0.1310,1.1755,4.5162
0.1312,1.2337,4.7448
0.1314,1.2386,4.7688
0.1316,1.1744,4.5166
0.1318,1.2492,4.7993
0.1320,1.3454,5.1717
0.1322,1.2893,4.9457
0.1324,1.3158,5.0605
0.1326,1.2363,4.7473
0.1328,1.3091,5.027
0.1330,1.3747,5.279
0.1332,1.4187,5.4393
0.1334,1.4111,5.4188
0.1336,1.3958,5.357
0.1338,1.3963,5.3562
0.1340,1.3761,5.287
0.1342,1.416,5.4289
0.1344,1.4239,5.4706
0.1346,1.3746,5.2813
0.1348,1.3609,5.2312
0.1350,1.3789,5.2924
0.1352,1.3528,5.1948
0.1354,1.3788,5.2919
0.1356,1.3996,5.369
0.1358,1.3978,5.3674
0.1360,1.4056,5.3946
0.1362,1.4837,5.6797
0.1364,1.5397,5.9063
0.1366,1.4866,5.7114
0.1368,1.3819,5.2928
0.1370,1.5258,5.8409
0.1372,1.5276,5.8689
0.1374,1.4071,5.3947
0.1376,1.4244,5.4697
0.1378,1.3445,5.1791
0.1380,1.176,4.5346
0.1382,1.0411,4.0166
0.1384,1.0772,4.1513
0.1386,1.1272,4.3464
0.1388,1.0593,4.0784
0.1390,1.1216,4.3249
0.1392,1.0684,4.126
0.1394,0.9599,3.7032
0.1396,0.9943,3.838
0.1398,1.0264,3.9536
0.1400,1.0599,4.0914
0.1402,0.9939,3.8346
0.1404,1.0386,4.005
0.1406,1.0893,4.2025
0.1408,1.0297,3.9788
0.1410,0.9887,3.8145
0.1412,1.0685,4.1222
0.1414,1.0037,3.8703
0.1416,1.0671,4.1148
0.1418,1.0659,4.1122
0.1420,0.9969,3.852
0.1422,0.9808,3.7839
0.1424,1.0383,4.0098
0.1426,0.9704,3.7477
0.1428,1.0042,3.8682
0.1430,1.0825,4.1762
0.1432,1.0568,4.0794
0.1434,1.049,4.0388
0.1436,1.1188,4.3117
0.1438,1.0991,4.238
0.1440,1.0905,4.2029
0.1442,1.0643,4.0996
0.1444,1.0856,4.186
0.1446,1.1084,4.2694
0.1448,1.1059,4.2643
0.1450,1.0279,3.9634
0.1452,1.0341,3.9873
0.1454,1.0328,3.9846
0.1456,1.0133,3.9112
0.1458,0.9511,3.6712
0.1460,1.0279,3.9573
0.1462,1.0666,4.1108
0.1464,1.0488,4.0441
0.1466,1.0831,4.1699
0.1468,1.1215,4.32
0.1470,1.0613,4.0924
0.1472,1.0675,4.1184
0.1474,1.0228,3.9377
0.1476,1.0982,4.2413
0.1478,0.9547,3.6831
0.1480,0.9723,3.749
0.1482,0.9591,3.708
0.1484,0.8607,3.324
0.1486,0.8816,3.4048
0.1488,0.9037,3.4899
0.1490,0.9521,3.6731
0.1492,0.9532,3.6812
0.1494,0.9092,3.5078
0.1496,0.9877,3.8068
0.1498,1.0051,3.8756
0.1500,0.9932,3.8297
0.1502,1.0452,4.0282
0.1504,1.0504,4.0462
0.1506,1.0899,4.1961
0.1508,1.1281,4.343
0.1510,1.1366,4.3713
0.1512,1.2188,4.6852
0.1514,1.146,4.4167
0.1516,1.084,4.1754
0.1518,1.0739,4.1389
0.1520,0.9778,3.7725
0.1522,1.0057,3.8739
0.1524,1.0331,3.9814
0.1526,1.0428,4.0233
0.1528,1.051,4.0422
0.1530,1.0966,4.2329
0.1532,1.0197,3.9279
0.1534,0.9874,3.8093
0.1536,1.004,3.8653
0.1538,1.1007,4.2464
0.1540,1.0372,3.9951
0.1542,1.0794,4.1535
0.1544,1.105,4.2632
0.1546,1.0415,4.0056
0.1548,1.1092,4.2683
0.1550,1.0669,4.1139
0.1552,1.0828,4.1668
0.1554,1.105,4.2521
0.1556,1.1599,4.4609
0.1558,1.1487,4.4272
0.1560,1.0798,4.1635
0.1562,1.0171,3.9158
0.1564,1.0695,4.1218
0.1566,1.0541,4.0647
0.1568,0.9863,3.801
0.1570,1.0036,3.8678
0.1572,1.0152,3.9188
0.1574,0.9817,3.7853
0.1576,0.9679,3.7362
0.1578,0.9709,3.7418
0.1580,0.9407,3.631
0.1582,0.9599,3.6994
0.1584,1.0425,4.0198
0.1586,1.0298,3.9711
0.1588,0.9933,3.8262
0.1590,1.0057,3.88
0.1592,1.0037,3.8643
0.1594,1.089,4.195
0.1596,1.052,4.0524
0.1598,1.0576,4.0738
0.1600,1.002,3.8596
0.1602,1.0409,4.0136
0.1604,0.987,3.8019
0.1606,0.9916,3.8275
0.1608,0.9996,3.8526
0.1610,1.0242,3.9471
0.1612,1.0616,4.0891
0.1614,1.0302,3.9684
0.1616,1.0131,3.9066
0.1618,1.0097,3.8933
0.1620,1.0109,3.892
0.1622,1.0289,3.9673
0.1624,0.9619,3.7089
0.1626,0.9642,3.7161
0.1628,1.0041,3.8677
0.1630,1.0586,4.0692
0.1632,1.1433,4.3971
0.1634,1.1471,4.4164
0.1636,1.1423,4.3933
0.1638,1.125,4.3288
0.1640,1.1401,4.3892
0.1642,1.1259,4.3281
0.1644,1.169,4.4961
0.1646,1.1962,4.6004
0.1648,1.1671,4.4979
0.1650,0.9921,3.8235
0.1652,1.0965,4.217
0.1654,1.1198,4.3133
0.1656,1.0862,4.1818
0.1658,1.07,4.1172
0.1660,1.0651,4.1051
0.1662,1.0354,3.9905
0.1664,1.0097,3.8912
0.1666,1.0085,3.8869
0.1668,0.9762,3.7682
0.1670,0.9272,3.5734
0.1672,1.0285,3.9555
0.1674,1.0628,4.0939
0.1676,1.085,4.1792
0.1678,1.0708,4.1227
0.1680,1.0996,4.2289
0.1682,1.1793,4.538
0.1684,1.1386,4.379
0.1686,1.1121,4.2793
0.1688,1.0559,4.0756
0.1690,0.9876,3.7964
0.1692,1.1165,4.2942
0.1694,1.1382,4.3775
0.1696,1.1389,4.3736
0.1698,1.2046,4.6328
0.1700,1.1959,4.6019
0.1702,1.1939,4.5871
0.1704,1.2109,4.6547
0.1706,1.2016,4.6214
0.1708,1.112,4.2766
0.1710,1.1599,4.4609
0.1712,1.1676,4.4881
0.1714,1.137,4.3796
0.1716,1.1191,4.302
0.1718,1.125,4.3266
0.1720,1.1329,4.3616
0.1722,1.1339,4.3609
0.1724,1.1419,4.3918
0.1726,1.1674,4.4923
0.1728,1.1944,4.5866
0.1730,1.1999,4.6147
0.1732,1.204,4.628
0.1734,1.1355,4.3671
0.1736,1.2005,4.6099
0.1738,1.2136,4.6603
0.1740,1.272,4.8792
0.1742,1.4151,5.4142
0.1744,1.5065,5.7699
0.1746,1.5337,5.8681
0.1748,1.5869,6.065
0.1750,1.5799,6.0575
0.1752,1.4456,5.5394
0.1754,1.4578,5.5893
0.1756,1.4459,5.5495
0.1758,1.3901,5.3324
0.1760,1.3937,5.3462
0.1762,1.4099,5.4056
0.1764,1.411,5.4127
0.1766,1.4037,5.3875
0.1768,1.3902,5.3273
0.1770,1.412,5.4165
0.1772,1.4224,5.4564
0.1774,1.3751,5.2722
0.1776,1.427,5.474
0.1778,1.4431,5.5328
0.1780,1.4383,5.5143
0.1782,1.4181,5.4483
0.1784,1.3791,5.2929
0.1786,1.3677,5.2464
0.1788,1.3744,5.2748
0.1790,1.465,5.611
0.1792,1.524,5.8429
0.1794,1.4827,5.6877
0.1796,1.4432,5.5362
0.1798,1.4545,5.5823
0.1800,1.4847,5.6805
0.1802,1.5279,5.8581
0.1804,1.5412,5.9058
0.1806,1.5498,5.9328
0.1808,1.5669,6.0045
0.1810,1.5684,6.0071
0.1812,1.5931,6.0951
0.1814,1.5204,5.8291
0.1816,1.504,5.7634
0.1818,1.519,5.8269
0.1820,1.4755,5.6631
0.1822,1.4799,5.6679
0.1824,1.4945,5.7359
0.1826,1.3983,5.3721
0.1828,1.4012,5.378
0.1830,1.4362,5.4976
0.1832,1.6212,6.2124
0.1834,1.5336,5.8891
0.1836,1.3941,5.3588
0.1838,1.3027,5.0074
0.1840,1.3578,5.2084
0.1842,1.3869,5.3256
0.1844,1.3957,5.3566
0.1846,1.4311,5.4925
0.1848,1.4223,5.4673
0.1850,1.3948,5.356
0.1852,1.4619,5.605
0.1854,1.506,5.7831
0.1856,1.451,5.5748
0.1858,1.2994,5.0029
0.1860,1.3602,5.2152
0.1862,1.5402,5.9082
0.1864,1.472,5.6611
0.1866,1.3266,5.1126
0.1868,1.2061,4.6385
0.1870,1.3096,5.0341
0.1872,1.3912,5.3422
0.1874,1.4747,5.6569
0.1876,1.4495,5.572
0.1878,1.4539,5.5741
0.1880,1.5677,6.0136
0.1882,1.5588,5.9825
0.1884,1.45,5.5768
0.1886,1.2773,4.915
0.1888,1.3304,5.1088
0.1890,1.3876,5.3451
