time,current,power
0.6560,1.1668,4.4946
0.6562,1.1818,4.5476
0.6564,1.1898,4.5809
0.6566,1.1626,4.483
0.6568,1.0623,4.0941
0.6570,1.0627,4.0976
0.6572,1.1112,4.2782
0.6574,1.172,4.5123
0.6576,1.1552,4.4474
0.6578,1.1918,4.5885
0.6580,1.1593,4.4678
0.6582,1.0944,4.2264
0.6584,0.9949,3.8344
0.6586,1.0264,3.9577
0.6588,1.0671,4.1148
0.6590,1.069,4.122
0.6592,1.0582,4.0847
0.6594,1.0642,4.1012
0.6596,1.0521,4.0613
0.6598,1.0316,3.9778
0.6600,1.0815,4.1659
0.6602,1.0973,4.2248
0.6604,1.1703,4.5079
0.6606,1.1324,4.3597
0.6608,1.1159,4.3052
0.6610,1.1065,4.2622
0.6612,1.0888,4.1984
0.6614,1.0239,3.9502
0.6616,1.051,4.0464
0.6618,1.0749,4.1449
0.6620,1.0857,4.1843
0.6622,1.0542,4.0694
0.6624,0.9591,3.7061
0.6626,0.9661,3.7232
0.6628,1.0135,3.906
0.6630,1.0672,4.1132
0.6632,1.0986,4.2295
0.6634,1.1074,4.2678
0.6636,1.083,4.1803
0.6638,1.0116,3.9029
0.6640,0.9646,3.7252
0.6642,0.9822,3.7872
0.6644,1.0063,3.8804
0.6646,1.0175,3.9233
0.6648,1.04,4.0102
0.6650,1.0194,3.931
0.6652,1.0303,3.9751
0.6654,1.0126,3.9027
0.6656,1.0728,4.1304
0.6658,1.0519,4.0561
0.6660,0.9771,3.7716
0.6662,0.95,3.665
0.6664,1.036,3.9929
0.6666,1.0181,3.9278
0.6668,0.9974,3.848
0.6670,0.9832,3.793
0.6672,1.0048,3.8686
0.6674,1.1181,4.3071
0.6676,1.0354,3.9988
0.6678,0.9361,3.6059
0.6680,1.0837,4.1745
0.6682,1.1072,4.2651
0.6684,1.0988,4.2283
0.6686,1.1097,4.2747
0.6688,1.1188,4.3072
0.6690,1.135,4.3652
0.6692,1.1442,4.4073
0.6694,1.1123,4.2824
0.6696,1.0983,4.2286
0.6698,1.1253,4.3325
0.6700,1.1399,4.391
0.6702,1.1022,4.2434
0.6704,1.0498,4.0522
0.6706,0.9749,3.761
0.6708,0.9803,3.7781
0.6710,1.0069,3.8827
0.6712,1.0007,3.8549
0.6714,1.0323,3.9765
0.6716,1.0435,4.0257
0.6718,1.0281,3.9603
0.6720,1.0394,4.0037
0.6722,1.0406,4.0126
0.6724,1.0318,3.9746
0.6726,1.0833,4.173
0.6728,1.0698,4.1211
0.6730,1.1206,4.3077
0.6732,1.2446,4.7817
0.6734,1.2936,4.9701
0.6736,1.3709,5.2451
0.6738,1.4859,5.6971
0.6740,1.4907,5.7181
0.6742,1.4115,5.4174
0.6744,1.2765,4.9019
0.6746,1.3097,5.0215
0.6748,1.3756,5.2768
0.6750,1.3766,5.2889
0.6752,1.2874,4.9412
0.6754,1.3137,5.0498
0.6756,1.3546,5.1961
0.6758,1.3798,5.293
0.6760,1.4316,5.4915
0.6762,1.4344,5.5025
0.6764,1.3948,5.3588
0.6766,1.3547,5.2074
0.6768,1.2869,4.947
0.6770,1.2443,4.7807
0.6772,1.231,4.7367
0.6774,1.2468,4.7853
0.6776,1.2887,4.9485
0.6778,1.3471,5.173
0.6780,1.3502,5.1902
0.6782,1.3517,5.1933
0.6784,1.3638,5.2344
0.6786,1.325,5.0958
0.6788,1.2005,4.6219
0.6790,1.1636,4.4752
0.6792,1.2411,4.7758
0.6794,1.2306,4.7328
0.6796,1.2374,4.7615
0.6798,1.2468,4.7903
0.6800,1.3335,5.118
0.6802,1.3444,5.1679
0.6804,1.2743,4.901
0.6806,1.2946,4.9739
0.6808,1.2717,4.8859
0.6810,1.265,4.8627
0.6812,1.309,5.0343
0.6814,1.2275,4.7209
0.6816,1.2743,4.901
0.6818,1.3188,5.0588
0.6820,1.3481,5.1795
0.6822,1.3169,5.0622
0.6824,1.2923,4.97
0.6826,1.2836,4.9393
0.6828,1.2472,4.7992
0.6830,1.2508,4.808
0.6832,1.2087,4.6485
0.6834,1.2982,4.9903
0.6836,1.3112,5.0482
0.6838,1.1682,4.4905
0.6840,1.2845,4.9426
0.6842,1.1937,4.5861
0.6844,1.2619,4.8508
0.6846,1.3147,5.051
0.6848,1.3101,5.0308
0.6850,1.3065,5.0248
0.6852,1.3253,5.0893
0.6854,1.3589,5.2154
0.6856,1.3567,5.2177
0.6858,1.2973,4.9896
0.6860,1.3242,5.0876
0.6862,1.3952,5.3547
0.6864,1.4031,5.3935
0.6866,1.3565,5.2145
0.6868,1.3089,5.0365
0.6870,1.2576,4.8392
0.6872,1.2695,4.8849
0.6874,1.1892,4.5761
0.6876,1.2609,4.842
0.6878,1.3074,5.0255
0.6880,1.3498,5.178
0.6882,1.3922,5.346
0.6884,1.3985,5.3731
0.6886,1.4256,5.4744
0.6888,1.3933,5.3503
0.6890,1.359,5.2268
0.6892,1.302,5.0129
0.6894,1.2513,4.8099
0.6896,1.3138,5.0477
0.6898,1.3205,5.0813
0.6900,1.3194,5.0691
0.6902,1.3148,5.0567
0.6904,1.275,4.9115
0.6906,1.2836,4.9341
0.6908,1.2923,4.97
0.6910,1.2665,4.876
0.6912,1.2224,4.7063
0.6914,1.1309,4.3517
0.6916,1.2601,4.8437
0.6918,1.3632,5.2293
0.6920,1.3954,5.3752
0.6922,1.2108,4.6639
0.6924,1.2689,4.88
0.6926,1.244,4.7942
0.6928,1.0954,4.2259
0.6930,1.0433,4.0252
0.6932,1.0407,4.0131
0.6934,1.0726,4.1401
0.6936,1.0737,4.1401
0.6938,1.0369,4.0004
0.6940,1.022,3.9451
0.6942,1.0022,3.8666
0.6944,0.9643,3.7262
0.6946,0.9837,3.7949
0.6948,1.0198,3.9345
0.6950,1.0258,3.9615
0.6952,0.9954,3.8463
0.6954,0.9876,3.8102
0.6956,0.9995,3.8581
0.6958,0.971,3.752
0.6960,0.9741,3.7523
0.6962,1.1018,4.2507
0.6964,1.0093,3.8918
0.6966,1.0682,4.1255
0.6968,1.0331,3.9918
0.6970,0.896,3.4603
0.6972,0.8925,3.4487
0.6974,0.8921,3.4419
0.6976,0.9984,3.8478
0.6978,0.9962,3.8512
0.6980,0.9437,3.6368
0.6982,1.0037,3.8743
0.6984,0.9344,3.6141
0.6986,0.8851,3.4146
0.6988,0.9522,3.6793
0.6990,0.8925,3.4487
0.6992,0.9564,3.6956
0.6994,0.91,3.5125
0.6996,0.8658,3.347
0.6998,0.8998,3.4751
0.7000,0.842,3.2551
0.7002,0.8609,3.3232
0.7004,0.9045,3.4933
0.7006,0.8581,3.3139
0.7008,0.8286,3.2001
0.7010,0.924,3.572
0.7012,0.8198,3.1678
0.7014,0.9013,3.479
0.7016,0.9359,3.6124
0.7018,0.8924,3.4482
0.7020,0.8111,3.1343
0.7022,0.9004,3.4775
0.7024,0.8654,3.3404
0.7026,0.9594,3.6994
0.7028,0.9963,3.8377
0.7030,0.9661,3.731
0.7032,0.8824,3.4094
0.7034,0.882,3.4009
0.7036,0.9204,3.5582
0.7038,0.8893,3.4255
0.7040,0.9711,3.7506
0.7042,0.8759,3.3828
0.7044,0.8977,3.4652
0.7046,0.9207,3.5449
0.7048,1.0363,4.0021
0.7050,0.9241,3.5596
0.7052,0.9487,3.6659
0.7054,0.8589,3.3155
0.7056,0.8687,3.3481
0.7058,0.9927,3.8258
0.7060,1.0064,3.8828
0.7062,0.9668,3.7358
0.7064,0.8494,3.2787
0.7066,0.9077,3.5021
0.7068,0.9256,3.5672
0.7070,0.9975,3.8504
0.7072,0.8477,3.2703
0.7074,0.852,3.2905
0.7076,0.9217,3.5561
0.7078,0.9198,3.5392
0.7080,1.0103,3.8997
0.7082,0.9653,3.7184
0.7084,0.9981,3.8449
0.7086,1.0473,4.0405
0.7088,0.9108,3.514
0.7090,0.9148,3.5311
0.7092,0.8681,3.3509
0.7094,0.9267,3.5678
0.7096,0.95,3.6631
0.7098,0.9786,3.7773
0.7100,0.9554,3.6822
0.7102,0.9193,3.5502
0.7104,0.9169,3.5374
0.7106,0.943,3.6288
0.7108,0.9957,3.8373
0.7110,0.9989,3.8477
0.7112,0.9923,3.8185
0.7114,1.0576,4.0759
0.7116,1.004,3.8713
0.7118,0.9575,3.6865
0.7120,0.9777,3.77
0.7122,0.9776,3.7676
0.7124,0.9756,3.7522
0.7126,1.0192,3.9321
0.7128,0.9794,3.7767
0.7130,0.9482,3.6526
0.7132,0.9844,3.7958
0.7134,0.9477,3.6545
0.7136,0.921,3.5495
0.7138,0.9581,3.6965
0.7140,0.8892,3.4233
0.7142,0.9941,3.8351
0.7144,0.9334,3.5954
0.7146,0.9953,3.8299
0.7148,1.0422,4.0188
0.7150,0.9716,3.7467
0.7152,1.0012,3.8528
0.7154,1.0502,4.0389
0.7156,1.1389,4.385
0.7158,1.0884,4.1817
0.7160,1.0728,4.1325
0.7162,1.0077,3.8775
0.7164,1.0544,4.053
0.7166,1.0744,4.1451
0.7168,0.9648,3.7223
0.7170,0.9549,3.6784
0.7172,0.9678,3.7299
0.7174,0.9874,3.8053
0.7176,0.9225,3.5552
0.7178,1.0228,3.9336
0.7180,1.0825,4.1697
0.7182,1.0451,4.0256
0.7184,1.0427,4.0082
0.7186,1.1159,4.2918
0.7188,1.093,4.2037
0.7190,1.1157,4.2909
0.7192,1.0659,4.1058
0.7194,1.0145,3.9119
0.7196,1.0078,3.874
0.7198,1.0464,4.033
0.7200,1.0214,3.9325
0.7202,1.0494,4.0381
0.7204,1.0484,4.0322
0.7206,1.1001,4.2352
0.7208,1.0731,4.1249
0.7210,1.0884,4.1861
0.7212,1.1838,4.5386
0.7214,1.357,5.1947
0.7216,1.4524,5.5655
0.7218,1.4749,5.6372
0.7220,1.6022,6.1109
0.7222,1.7398,6.6496
0.7224,1.6256,6.2067
0.7226,1.6002,6.1226
0.7228,1.5868,6.0677
0.7230,1.577,6.0335
0.7232,1.5783,6.0387
0.7234,1.584,6.0605
0.7236,1.5655,5.9894
0.7238,1.5728,6.0174
0.7240,1.5813,6.0437
0.7242,1.5529,5.9447
0.7244,1.5269,5.8451
0.7246,1.5035,5.7615
0.7248,1.4783,5.6647
0.7250,1.4582,5.582
0.7252,1.494,5.722
0.7254,1.5141,5.7958
0.7256,1.4568,5.5797
0.7258,1.4668,5.6265
0.7260,1.4669,5.6152
0.7262,1.5183,5.815
0.7264,1.5439,5.9101
0.7266,1.6307,6.2359
0.7268,1.5725,6.029
0.7270,1.4757,5.6607
0.7272,1.4567,5.5851
0.7274,1.4795,5.6695
0.7276,1.5552,5.9532
0.7278,1.4524,5.5684
0.7280,1.4802,5.6664
0.7282,1.6012,6.1328
0.7284,1.5538,5.9542
0.7286,1.5879,6.0815
0.7288,1.5361,5.8925
0.7290,1.4801,5.6659
0.7292,1.5981,6.1177
0.7294,1.5075,5.7797
0.7296,1.5667,6.0004
0.7298,1.4942,5.7349
0.7300,1.491,5.7166
0.7302,1.5004,5.7587
0.7304,1.4613,5.6085
0.7306,1.4882,5.6997
0.7308,1.5288,5.8645
0.7310,1.515,5.8117
0.7312,1.4651,5.6232
0.7314,1.4497,5.5696
0.7316,1.4048,5.4002
0.7318,1.3476,5.1749
0.7320,1.3389,5.1469
0.7322,1.3737,5.2752
0.7324,1.3645,5.2504
0.7326,1.2905,4.953
0.7328,1.3708,5.2693
0.7330,1.361,5.2289
0.7332,1.3933,5.3503
0.7334,1.3798,5.3068
0.7336,1.3515,5.1923
0.7338,1.3292,5.112
0.7340,1.3238,5.0915
0.7342,1.2977,4.991
0.7344,1.3092,5.0327
0.7346,1.3554,5.2048
0.7348,1.414,5.4354
0.7350,1.2959,4.9942
0.7352,1.2338,4.7403
0.7354,1.307,5.0241
0.7356,1.2866,4.9533
0.7358,1.2568,4.8338
0.7360,1.2972,4.9891
0.7362,1.345,5.1729
0.7364,1.2798,4.9271
0.7366,1.2723,4.9035
0.7368,1.243,4.783
0.7370,1.2743,4.8984
0.7372,1.2414,4.7867
0.7374,1.1517,4.4295
0.7376,1.1967,4.6071
0.7378,1.2427,4.7845
0.7380,1.1988,4.6176
0.7382,1.1438,4.4104
0.7384,1.1705,4.5065
0.7386,1.2043,4.6319
0.7388,1.263,4.8602
0.7390,1.3066,5.0201
0.7392,1.3708,5.2665
0.7394,1.3461,5.1772
0.7396,1.3657,5.2525
0.7398,1.3417,5.1547
0.7400,1.3505,5.1912
0.7402,1.3866,5.3247
0.7404,1.4035,5.3921
0.7406,1.3931,5.3549
0.7408,1.4051,5.3983
0.7410,1.3541,5.2104
0.7412,1.3256,5.1008
0.7414,1.3378,5.1373
0.7416,1.3531,5.2093
0.7418,1.3019,5.002
0.7420,1.3204,5.0808
0.7422,1.2815,4.9286
0.7424,1.2916,4.9677
0.7426,1.3077,5.0322
0.7428,1.3022,5.0081
0.7430,1.3295,5.1081
0.7432,1.3038,5.0222
0.7434,1.2204,4.6987
0.7436,1.2031,4.6343
0.7438,1.2168,4.6824
0.7440,1.311,5.0446
0.7442,1.3438,5.1628
0.7444,1.3064,5.0322
0.7446,1.1191,4.3109
0.7448,1.2437,4.7833
0.7450,1.2591,4.8449
0.7452,1.2416,4.7752
0.7454,1.356,5.2099
0.7456,1.3341,5.1337
0.7458,1.3359,5.143
0.7460,1.2986,4.9917
0.7462,1.3393,5.1484
0.7464,1.249,4.8213
0.7466,1.137,4.3728
0.7468,1.2625,4.8633
0.7470,1.2493,4.8098
0.7472,1.3465,5.1813
0.7474,1.2821,4.9335
0.7476,1.292,4.9768
0.7478,1.2135,4.6647
0.7480,1.312,5.0536
0.7482,1.2011,4.6315
0.7484,1.1366,4.3827
0.7486,1.0956,4.2312
0.7488,1.017,3.9275
0.7490,0.9776,3.7754
0.7492,1.0328,3.9867
0.7494,1.0675,4.1141
0.7496,1.0842,4.1851
0.7498,1.0882,4.196
0.7500,1.0701,4.1263
0.7502,1.1174,4.3065
0.7504,1.1733,4.5147
0.7506,1.1747,4.5298
0.7508,1.1477,4.4257
0.7510,1.1193,4.3136
0.7512,1.0946,4.223
0.7514,1.0742,4.142
0.7516,1.0793,4.1638
0.7518,1.0536,4.0649
0.7520,1.0736,4.1375
0.7522,1.1228,4.3297
0.7524,1.1227,4.3315
0.7526,1.0881,4.1977
0.7528,1.0159,3.9253
0.7530,1.0328,3.9867
0.7532,1.0098,3.8937
0.7534,1.0489,4.0467
0.7536,1.0742,4.1399
0.7538,1.0895,4.1991
0.7540,1.1406,4.3934
0.7542,1.148,4.4198
0.7544,1.1555,4.4512
0.7546,1.1528,4.4337
0.7548,1.1827,4.5556
0.7550,1.15,4.4343
0.7552,1.1411,4.3908
0.7554,1.1559,4.4549
0.7556,1.1721,4.5151
0.7558,1.149,4.4236
0.7560,1.1573,4.4601
0.7562,1.109,4.274
0.7564,1.1339,4.3699
0.7566,1.1469,4.4201
0.7568,1.1313,4.3577
0.7570,1.0985,4.24
0.7572,1.0971,4.226
0.7574,1.1342,4.3714
0.7576,1.1289,4.3509
0.7578,1.1124,4.2851
0.7580,1.1385,4.3876
0.7582,1.1319,4.3646
0.7584,1.115,4.2974
0.7586,1.145,4.4106
0.7588,1.1472,4.4215
0.7590,1.1179,4.3061
0.7592,1.0773,4.1583
0.7594,1.066,4.1105
0.7596,1.1276,4.3411
0.7598,1.1791,4.5418
0.7600,1.1315,4.3677
0.7602,1.0729,4.1308
0.7604,1.1107,4.2829
0.7606,1.057,4.0757
0.7608,1.1128,4.2799
0.7610,1.1396,4.3965
0.7612,1.013,3.9082
0.7614,1.0602,4.0881
0.7616,1.0318,3.9787
0.7618,1.0627,4.0976
0.7620,0.9868,3.8089
0.7622,0.9612,3.7162
0.7624,0.8555,3.3039
0.7626,0.9513,3.6721
0.7628,0.9827,3.7911
0.7630,0.9604,3.7051
0.7632,0.9868,3.8108
0.7634,1.026,3.9563
0.7636,1.0575,4.0691
0.7638,1.1651,4.4832
0.7640,1.2191,4.691
0.7642,1.1754,4.5275
0.7644,1.0289,3.9734
0.7646,0.8952,3.4556
0.7648,1.0021,3.8601
0.7650,1.0952,4.2188
0.7652,1.1295,4.351
0.7654,1.069,4.1241
0.7656,0.9394,3.6263
0.7658,0.9809,3.7805
0.7660,1.0349,3.9927
0.7662,1.0399,4.0077
0.7664,1.0411,4.0125
0.7666,1.0329,3.983
0.7668,1.0357,3.9935
0.7670,1.0528,4.0531
0.7672,1.0689,4.1215
0.7674,1.066,4.1105
0.7676,1.0381,4.0052
0.7678,0.9704,3.7438
0.7680,1.0223,3.9358
0.7682,1.1075,4.2749
0.7684,0.9632,3.7219
0.7686,0.8732,3.3688
0.7688,0.9165,3.5305
0.7690,1.1059,4.2599
0.7692,1.1086,4.2637
0.7694,1.183,4.5618
0.7696,1.057,4.0799
0.7698,0.9264,3.5742
0.7700,0.9053,3.4943
0.7702,0.9219,3.5602
0.7704,0.9456,3.6483
0.7706,0.9501,3.6674
0.7708,0.9363,3.6143
0.7710,0.9507,3.6717
0.7712,0.9215,3.5496
0.7714,1.1092,4.2705
0.7716,1.1262,4.3426
0.7718,1.0047,3.8721
0.7720,0.9344,3.6029
0.7722,1.0682,4.1148
0.7724,1.044,4.0234
0.7726,0.9596,3.7061
0.7728,0.9988,3.8472
0.7730,1.0111,3.8929
0.7732,1.1724,4.5067
0.7734,1.2399,4.7587
0.7736,1.3163,5.0545
0.7738,1.3408,5.1487
0.7740,1.3126,5.0377
0.7742,1.3091,5.027
0.7744,1.3484,5.1777
0.7746,1.3872,5.3187
0.7748,1.3811,5.295
0.7750,1.4059,5.3876
0.7752,1.478,5.6579
0.7754,1.462,5.6201
0.7756,1.2959,4.9761
0.7758,1.3346,5.1249
0.7760,1.3541,5.1996
0.7762,1.268,4.8792
0.7764,1.1517,4.4364
0.7766,1.1178,4.3057
0.7768,1.1148,4.2853
0.7770,1.1824,4.5428
0.7772,1.213,4.6725
0.7774,1.0941,4.2102
0.7776,1.2115,4.6547
0.7778,1.3346,5.1249
0.7780,1.2589,4.847
0.7782,1.1734,4.5105
0.7784,1.3155,5.0491
0.7786,1.2716,4.8981
0.7788,1.1107,4.274
0.7790,1.2409,4.7674
0.7792,1.2767,4.9075
0.7794,1.3006,4.9993
0.7796,1.307,5.0215
0.7798,1.2961,4.9796
0.7800,1.1794,4.5503
0.7802,1.0243,3.9537
0.7804,1.0009,3.8593
0.7806,0.9948,3.8399
0.7808,1.0009,3.8593
0.7810,0.9723,3.7393
0.7812,1.1726,4.5099
0.7814,1.2225,4.7117
0.7816,1.0589,4.0833
0.7818,1.0303,3.9668
0.7820,1.2078,4.65
0.7822,1.1195,4.3056
0.7824,1.2499,4.7997
0.7826,1.3214,5.0714
0.7828,1.3438,5.1574
0.7830,1.3548,5.197
0.7832,1.3693,5.2526
0.7834,1.3684,5.263
0.7836,1.2433,4.7744
0.7838,1.1954,4.6
0.7840,1.2689,4.8724
0.7842,1.3694,5.2503
0.7844,1.4227,5.4545
0.7846,1.5089,5.7789
0.7848,1.4277,5.4711
0.7850,1.5017,5.7574
0.7852,1.5394,5.8961
0.7854,1.4985,5.7571
0.7856,1.4103,5.4268
0.7858,1.282,4.9228
0.7860,1.3402,5.1436
0.7862,1.3882,5.3281
0.7864,1.4508,5.5652
0.7866,1.397,5.3758
0.7868,1.2717,4.891
0.7870,1.3465,5.1679
0.7872,1.4116,5.4122
0.7874,1.4334,5.5073
0.7876,1.4358,5.5048
0.7878,1.4542,5.5727
0.7880,1.4492,5.5648
0.7882,1.4344,5.5025
0.7884,1.436,5.5086
0.7886,1.4867,5.7029
0.7888,1.5144,5.8063
0.7890,1.4499,5.5764
0.7892,1.2668,4.8669
0.7894,1.3936,5.3457
0.7896,1.4514,5.5646
0.7898,1.484,5.6925
0.7900,1.4889,5.7115
0.7902,1.4353,5.5087
0.7904,1.3969,5.3641
0.7906,1.4411,5.5281
0.7908,1.4374,5.5225
0.7910,1.3905,5.3422
0.7912,1.3846,5.3198
0.7914,1.3655,5.2543
0.7916,1.3576,5.2134
0.7918,1.4305,5.4901
0.7920,1.3881,5.3331
0.7922,1.3396,5.1439
0.7924,1.4074,5.3989
0.7926,1.4764,5.6606
0.7928,1.5282,5.8651
0.7930,1.5111,5.7965
0.7932,1.4055,5.3997
0.7934,1.4094,5.415
0.7936,1.3482,5.1745
0.7938,1.3786,5.2965
0.7940,1.4329,5.4996
0.7942,1.4774,5.6673
0.7944,1.4655,5.6334
0.7946,1.3588,5.2177
0.7948,1.3741,5.2849
0.7950,1.3837,5.316
0.7952,1.3839,5.3197
0.7954,1.3858,5.3296
0.7956,1.3724,5.2672
0.7958,1.4416,5.5329
0.7960,1.4376,5.5234
0.7962,1.4006,5.384
0.7964,1.3573,5.2201
0.7966,1.4082,5.413
0.7968,1.4781,5.6672
0.7970,1.5044,5.7769
0.7972,1.4466,5.5548
0.7974,1.4511,5.5724
0.7976,1.4265,5.4863
0.7978,1.4324,5.5006
0.7980,1.4233,5.4683
0.7982,1.4133,5.4354
0.7984,1.3924,5.3526
0.7986,1.4046,5.3936
0.7988,1.4181,5.4483
0.7990,1.4682,5.641
0.7992,1.4228,5.4664
0.7994,1.4028,5.401
0.7996,1.3543,5.206
0.7998,1.3711,5.2707
0.8000,1.3874,5.3331
0.8002,1.3794,5.3053
0.8004,1.3497,5.1991
0.8006,1.3102,5.047
0.8008,1.3118,5.0505
0.8010,1.28,4.928
0.8012,1.3068,5.0284
0.8014,1.3299,5.1122
0.8016,1.3324,5.135
0.8018,1.2919,4.9686
0.8020,1.3066,5.0305
0.8022,1.2784,4.9244
0.8024,1.2311,4.7397
0.8026,1.2624,4.8628
0.8028,1.2877,4.9498
0.8030,1.3176,5.0677
0.8032,1.336,5.1435
0.8034,1.3345,5.1325
0.8036,1.3164,5.0682
0.8038,1.2253,4.732
0.8040,1.1126,4.2901
0.8042,1.1259,4.3462
0.8044,1.1231,4.3352
0.8046,1.1115,4.2858
0.8048,1.1148,4.3031
0.8050,1.1172,4.3144
0.8052,1.0612,4.0983
0.8054,1.0291,3.9765
0.8056,1.0388,4.0117
0.8058,1.0395,4.0125
0.8060,1.0364,4.0047
0.8062,1.0379,4.0063
0.8064,1.0767,4.1537
0.8066,1.0529,4.0683
0.8068,1.015,3.9239
0.8070,0.9645,3.7267
0.8072,0.9739,3.7611
0.8074,1.0104,3.9042
0.8076,0.9502,3.6735
0.8078,0.974,3.7635
0.8080,0.9927,3.8338
0.8082,1.004,3.8793
0.8084,1.0398,4.0114
0.8086,1.0689,4.1236
0.8088,1.0628,4.1024
0.8090,1.0831,4.1786
0.8092,1.0708,4.1292
0.8094,1.071,4.1275
0.8096,1.0833,4.1839
0.8098,1.0531,4.063
0.8100,1.0212,3.9377
0.8102,0.9824,3.7941
0.8104,0.9922,3.8299
0.8106,1.057,4.0736
0.8108,1.0819,4.1695
0.8110,1.0936,4.2214
0.8112,1.0035,3.8754
0.8114,0.9709,3.7496
0.8116,0.9823,3.7877
0.8118,1.0545,4.0682
0.8120,1.0359,3.9966
0.8122,1.0327,3.9862
0.8124,0.9707,3.7467
0.8126,0.9713,3.7452
0.8128,1.0159,3.9212
0.8130,0.9995,3.8601
0.8132,0.9375,3.6242
0.8134,0.8712,3.3716
0.8136,0.7955,3.0803
0.8138,0.7796,3.0169
0.8140,0.7373,2.855
0.8142,0.7191,2.7859
0.8144,0.7321,2.8348
0.8146,0.7319,2.8353
0.8148,0.6985,2.7044
0.8150,0.765,2.9588
0.8152,0.7433,2.8825
0.8154,0.6965,2.6939
0.8156,0.8135,3.145
0.8158,0.791,3.061
0.8160,0.8052,3.1145
0.8162,0.7872,3.0451
0.8164,0.7894,3.0516
0.8166,0.8145,3.1472
0.8168,0.8668,3.3474
0.8170,0.9167,3.5328
0.8172,0.9247,3.5712
0.8174,0.9012,3.4803
0.8176,0.943,3.6363
0.8178,0.9589,3.6994
0.8180,0.9297,3.5922
0.8182,0.8362,3.2309
0.8184,0.8274,3.1986
0.8186,0.7947,3.069
0.8188,0.8342,3.2216
0.8190,0.8889,3.4294
0.8192,0.9579,3.6936
0.8194,0.9064,3.5004
0.8196,0.8812,3.4033
0.8198,0.8535,3.2945
0.8200,0.8255,3.1914
0.8202,0.8663,3.342
0.8204,0.8471,3.273
0.8206,0.8331,3.2173
0.8208,0.8168,3.1579
0.8210,0.7663,2.9641
0.8212,0.7653,2.9557
0.8214,0.8694,3.3505
0.8216,0.9568,3.6874
0.8218,0.9598,3.7047
0.8220,0.9282,3.579
0.8222,0.9315,3.5882
0.8224,0.9569,3.6879
0.8226,0.9414,3.6301
0.8228,0.9414,3.6283
0.8230,0.9176,3.5421
0.8232,0.9346,3.602
0.8234,0.934,3.6052
0.8236,0.9243,3.5679
0.8238,0.9174,3.5357
0.8240,0.9314,3.5952
0.8242,0.8721,3.3662
0.8244,0.8936,3.444
0.8246,0.9435,3.6383
0.8248,0.9133,3.5254
0.8250,0.9401,3.623
0.8252,0.9736,3.7543
0.8254,0.9335,3.6014
0.8256,0.9137,3.525
0.8258,0.8795,3.3984
0.8260,0.8025,3.1008
0.8262,0.7737,2.982
0.8264,0.8734,3.3732
0.8266,0.8438,3.2572
0.8268,0.8171,3.1523
0.8270,0.7922,3.0626
0.8272,0.7325,2.8289
0.8274,0.7112,2.7453
0.8276,0.8244,3.1789
0.8278,0.8518,3.2861
0.8280,0.8842,3.4113
0.8282,0.8798,3.3941
0.8284,0.8999,3.4702
0.8286,0.9278,3.5739
0.8288,0.9418,3.6259
0.8290,0.9704,3.7438
0.8292,1.0019,3.8531
0.8294,1.03,3.9695
0.8296,0.9231,3.5595
0.8298,0.908,3.4921
0.8300,0.997,3.8386
0.8302,1.0607,4.0858
0.8304,1.0432,4.0164
0.8306,0.9468,3.6526
0.8308,0.8879,3.4238
0.8310,0.881,3.3936
0.8312,0.9228,3.5604
0.8314,0.8729,3.3643
0.8316,0.866,3.3411
0.8318,0.8842,3.4113
0.8320,0.9351,3.6002
0.8322,1.0711,4.1151
0.8324,1.0827,4.1707
0.8326,1.0311,3.9635
0.8328,1.095,4.2113
0.8330,0.9637,3.7219
0.8332,0.8801,3.385
0.8334,1.0347,3.9794
0.8336,1.1053,4.2531
0.8338,1.1142,4.2829
0.8340,1.0973,4.2226
0.8342,1.069,4.1092
0.8344,1.1087,4.2597
0.8346,1.1474,4.4105
0.8348,1.0848,4.1723
0.8350,1.0811,4.1536
0.8352,1.148,4.4129
0.8354,1.0997,4.2316
0.8356,1.0616,4.087
0.8358,1.0557,4.0603
0.8360,1.1003,4.2318
0.8362,1.0753,4.1356
0.8364,1.049,4.0409
0.8366,1.0383,3.9973
0.8368,0.9981,3.8528
0.8370,0.9372,3.6102
0.8372,1.0469,4.0265
0.8374,1.0118,3.8973
0.8376,0.9818,3.778
0.8378,1.0058,3.8764
0.8380,1.0201,3.9293
0.8382,0.9693,3.7318
0.8384,1.0204,3.9287
0.8386,1.0872,4.1791
0.8388,1.0888,4.1831
0.8390,1.0718,4.1265
0.8392,1.0684,4.1068
0.8394,1.0223,3.9379
0.8396,0.9241,3.5633
0.8398,0.9952,3.8294
0.8400,1.0093,3.8858
0.8402,1.0594,4.0767
0.8404,1.0819,4.1587
0.8406,1.0887,4.1848
0.8408,1.1308,4.3512
0.8410,1.1934,4.5733
0.8412,1.3394,5.122
0.8414,1.4642,5.6048
0.8416,1.5029,5.7532
0.8418,1.458,5.5811
0.8420,1.3891,5.3286
0.8422,1.3505,5.1777
0.8424,1.3477,5.1645
0.8426,1.3362,5.1231
0.8428,1.3579,5.2116
0.8430,1.3425,5.1473
0.8432,1.3246,5.0838
0.8434,1.3048,5.0077
0.8436,1.2982,4.9851
0.8438,1.1868,4.5548
0.8440,1.2836,4.9187
0.8442,1.347,5.1671
0.8444,1.344,5.1584
0.8446,1.3162,5.0462
0.8448,1.3451,5.1573
